Name,AuthID
"Santamariacutea, Jesuacutes",A-1123
"Santamaria, Celina",A-6879
"Santhanam, Deepak",A-7520
"Santini, Marina",A-17823
"Santiso, Sara",A-15316
"Santorini, Beatrice",A-6483
"Santos Jr, Eugene",A-5038
"Santos de la Caacutemara, Rauacutel",A-10441
"Santos, Ciacutecero Nogueira",A-3990
"Santos, Claudia",A-3465
"Santos, Diana",A-2944
"Santos, Fabiacuteola",A-14190
"Santos, Pedro Bispo",A-9022
"SantosTurati, Cristina",A-12405
"Santus, Enrico",A-12735
"Sanyal, Ratna",A-6898
"Sanyal, Sudip",A-9755
"Saon, G",A-9194
"Sap, Maarten",A-15822
"Sapena, Emili",A-9657
"Saphra, Naomi",A-7991
"Sapkota, Upendra",A-11247
"Saquete, Estela",A-1987
"Saraccedillar, Murat",A-8335
"Saraclar, Murat",A-2026
"Sarafraz, Farzaneh",A-11529
"Saralegi, Xabier",A-4389
"Sarasola, K",A-17148
"Sarasola, Kepa",A-10601
"Saraswat, Vijay",A-4268
"Saratxaga, Ibon",A-10181
"Saravanan, K",A-4208
"Saravanan, K",A-170
"Saravanan, M",A-18435
"Sarawgi, Ruchita",A-7269
"Sarbo, Janos",A-3458
"Saric, Jasmin",A-13175
"Saric, Zoran",A-11682
"Sarikaya, Ruhi",A-3152
"Sarioglu, Efsun",A-159
"Sarkar, Anoop",A-17865
"Sarkar, Avik",A-10320
"Sarkar, Kamal",A-3795
"Sarkar, Sandipan",A-13211
"Sarkar, Sudeshna",A-16519
"Sarma, Arup",A-15469
"Sarma, Bandita",A-11543
"Sarma, Vaijayanthi",A-639
"Sarmento, Luiacutes",A-6777
"Sarner, Margaret H",A-15308
"Sarrafzadeh, Abdolhossein",A-15158
"Sartiano, Daniele",A-10336
"Sartorio, Francesco",A-3611
"Sasada, Tetsuro",A-6126
"Sasaki Alam, Yukiko",A-8563
"Sasaki, Kentaro",A-10050
"Sasaki, Minoru",A-3851
"Sasaki, Yasuhiro",A-3842
"Sasaki, Yutaka",A-8284
"Sasano, Ryohei",A-6286
"Sasha, Andreyeva",A-2506
"Saski, M",A-10510
"Sassano, Manabu",A-9669
"Sassolini, Eva",A-2565
"Sata, Ichiko",A-11574
"Satapathy, Shrutiranjan",A-14066
"Satayamas, Vee",A-17828
"Satinoff, Brianna",A-18221
"Sato, Gayle K",A-780
"Sato, Hiroaki",A-13438
"Sato, Issei",A-8257
"Sato, Kengo",A-9718
"Sato, Manabu",A-9677
"Sato, Nobuyoshi",A-10509
"Sato, Paul T",A-4960
"Sato, Satoshi",A-5383
"Sato, Shun",A-8668
"Sato, Taisuke",A-12025
"Sato, Yo",A-17495
"Satoh, Kenji",A-6105
"Satoh, Masayuki",A-18425
"Satou, Kenji",A-15416
"Satta, Giorgio",A-12817
"Satyapanich, Taneeya",A-7201
"Saubesty, Jorane",A-17969
"Saul, Lawrence",A-13249
"Saumjan, Sebastian K",A-14905
"Saunders, Craig",A-9899
"Sauper, Christina",A-7234
"Sauri, Roser",A-4210
"Sautter, Guido",A-3229
"Savarese, Silvio",A-15281
"Savary, Agata",A-11637
"Savinot, Michelina",A-17817
"Savitch, Walter J",A-2175
"Savkov, Aleksandar",A-7661
"Savova, Guergana",A-8356
"Savova, Virginia",A-10357
"Savoy, Jacques",A-14250
"Savtchev, Boian",A-4801
"Savva, Manolis",A-7865
"Sawada, Hiroshi",A-18576
"Sawaf, Hassan",A-10836
"Sawai, Susumu",A-601
"Sawai, Yu",A-13178
"Sawaki, Yasuyo",A-17177
"Sawalha, Majdi",A-14731
"Sawamura, Eiji",A-358
"Sawant, Uma",A-4470
"Say, A C Cem",A-8726
"Say, Bilge",A-11565
"Sayeed, Asad B",A-15136
"Saygin, Yucel",A-7573
"Saz, Oscar",A-17191
"Sbrissia, Eduardo",A-13795
"Scaiano, Martin",A-5795
"Scannell, Kevin",A-16132
"Scarci, Stefano",A-13569
"Scarfini, Daniele",A-17047
"Scarton, Carolina",A-17386
"Scattone, Francesco",A-14112
"Scerri, Simon",A-13223
"Schaumlfer, Ulrich",A-6050
"Schaumller, Reinhard",A-8457
"Schuumltte, Niels",A-11658
"Schuumltze, Hinrich",A-7663
"Scha, Remko J H",A-15940
"Schaaf, Thomas",A-4607
"Schabes, Yves",A-4120
"Schabus, Dietmar",A-5761
"Schacht, Susanne",A-822
"Schachtl, Stefanie",A-7395
"Schaden, Stefan",A-17914
"Schaefer, Christiane",A-7811
"Schaeffer, Moritz",A-1872
"Schafer, Charles",A-18060
"Schafer, Ulrich",A-1316
"Schaler, Reinhard",A-12137
"Schalley, Andrea C",A-15673
"Schallhart, Christian",A-8900
"Schamoni, Shigehiko",A-15325
"Schamper, Julian",A-3278
"Schank, Roger C",A-16459
"Schapire, Robert E",A-13776
"Scharl, Arno",A-15355
"Schasberger, Britta",A-6510
"Schatz, Benjamin",A-2586
"Schatz, Thomas",A-18475
"Schatzmann, Jost",A-3060
"Schauble, Peter",A-13681
"Schauer, Holger",A-5602
"Scheffer, Tobias",A-10473
"Scheffler, Tatjana",A-9267
"Schegloff, Emanuel A",A-14505
"Schehl, Jan",A-16271
"Scheible, Christian",A-2690
"Scheible, Silke",A-9590
"Scheideck, Tobias",A-4541
"Schein, Andrew",A-12718
"Schellhammer, Ingo",A-11054
"Schenk, Andre",A-9970
"Scherer, Stefan",A-3663
"Scherl, Richard",A-142
"Scherlis, Lily",A-7480
"Scherrer, Yves",A-430
"Schertl, Tamara",A-17875
"Scheuermann, Gerik",A-16289
"Scheutz, Matthias",A-3974
Schfer Roland,A-18997
"Schiaffino, Robert",A-16739
"Schiehlen, Michael",A-12952
"Schiel, Florian",A-5152
"Schiele, Bernt",A-1947
"Schiffman, Barry",A-9921
"Schiffman, Rebecca J",A-17628
"Schilder, Frank",A-13595
"Schiller, Anne",A-5898
"Schluumlquotter, Ralf",A-6030
"Schlaefer, Nico",A-16853
"Schlaikjer, Andrew",A-13367
"Schlangen, David",A-14307
Schlder Julian,A-18956
"Schlenoff, Craig",A-15165
"Schler, Jonathan",A-4489
"Schlesinger, Judith D",A-11542
"Schlesinger, Pavel",A-1483
"Schless, Volker",A-5867
Schlgl Stephan,A-18834
"Schlinger, Eva",A-16040
Schlnder Bjrn,A-19094
"Schlotterbeck, Fabian",A-5440
"Schlueter, Ralf",A-12934
"Schlund, Maximilian",A-10093
"Schluter, Natalie",A-4819
"Schlyter, Suzanne",A-2367
"SchlAAPder, Julian",A-938
"SchlAAPgl, Stephan",A-7917
"SchlAA  nder, BjAAPrn",A-9342
"Schmandt, Linda M",A-15352
"Schmauks, Dagmar",A-15653
"Schmeier, Sven",A-16572
"Schmelzenbach, Mark",A-16903
"Schmid, Helmut",A-7979
"Schmidek, Jordan",A-846
"Schmidt, Carl J",A-5669
"Schmidt, Charles F",A-18186
"Schmidt, Christoph",A-7953
"Schmidt, Hauke",A-17008
"Schmidt, Paul",A-9663
"Schmidt, R",A-13693
"Schmidt, Stefan",A-903
"Schmidt, Thomas",A-15327
"SchmidtNielsen, Astrid",A-11259
"SchmidtNielsen, Bent",A-9761
"SchmidtThieme, Lars",A-3231
"SchmidtWigger, Antje",A-9112
"Schmitt, Alexander",A-3727
"Schmitt, L",A-8085
"Schmitz, Birte",A-8400
"Schmitz, Michael",A-2219
"Schmitz, Sylvain",A-3082
"Schnabel, Tobias",A-5506
"Schnattinger, Klemens",A-12418
"Schneider, Anne",A-18016
"Schneider, David",A-2229
"Schneider, Gerold",A-16146
"Schneider, Jodi",A-14423
"Schneider, KarlMichael",A-9221
"Schneider, Mike",A-10684
"Schneider, Nathan",A-18608
"Schneider, Oliver",A-14673
"Schneider, Rene",A-1918
"Schneiker, Christian",A-2525
"Schnelle, Helmut",A-14045
"SchnelleWalka, Dirk",A-5554
"Schnoebelen, Tyler",A-10621
"Schnurrenberger, Martin",A-354
"Schober, Michael F",A-6005
"Schockaert, Steven",A-18531
"Schoelles, Michael",A-17157
"Schoenemann, Thomas",A-11502
"Schoenmackers, Stefan",A-12063
"Schoenmakers, W J",A-11696
"Schofield, Edward",A-15186
"Scholer, Falk",A-15576
"Scholtz, Jean",A-16104
"Scholz, Mario",A-5858
"Scholz, Martin",A-15078
"Scholz, Thomas",A-3838
"Schone, Patrick",A-16052
"Schonefeld, Oliver",A-14466
"Schonwetter, Michael",A-9426
"Schopp, Jochen",A-10814
"Schossland, Sidney",A-17357
"Schotel, Henk P",A-10301
Schottmller Nina,A-19120
"SchottmAA  ller, Nina",A-3484
"Schouten, Kim",A-13684
"Schouten, Ronald",A-15280
"Schraagen, Marijn",A-12086
"Schrader, Bettina",A-3284
"Schrauwen, Sarah",A-13704
Schrder Ingrid,A-18994
"Schreitter, Stephanie",A-20
"Schrementi, Giancarlo",A-14713
"Schreurs, Dirk",A-18092
"Schrimpf, Natalie",A-5535
"Schroder, Ingo",A-16338
"Schroeder, Elizabeth",A-140
"Schroeder, Josh",A-12079
"Schroeder, Leah",A-3746
"Schrupp, P",A-13374
"Schryver, GillesMaurice de",A-13094
"SchrAAPder, Ingrid",A-5468
Schtte Niels,A-19157
Schtze Hinrich,A-19029
"Schubert, Klaus",A-9345
"Schubert, Lenhart K",A-1333
"Schubert, Volker",A-5826
"Schubiner, Gabriel",A-14758
"Schudy, Warren",A-6985
"Schuetze, Hinrich",A-7722
"Schulam, Peter",A-952
"Schulder, Marc",A-11252
"Schuldes, Stephanie",A-15735
"Schuler, Karin",A-5299
"Schuler, William",A-627
"Schulte Im Walde, Sabine",A-13310
"Schultz, Karl",A-6391
"Schultz, Stefan",A-10342
"Schultz, Tanja",A-15046
"Schulz, Bastian",A-17265
"Schulz, Christian",A-4507
"Schulz, Henrik",A-5892
"Schulz, Klaus U",A-17199
"Schulz, Stefan",A-17266
"Schulze Wettendorf, Clemens",A-18359
"Schulze, Gunnar",A-2526
"Schumaker, Robert",A-16157
"Schuman, Jonathan",A-14691
"Schumann, Anne",A-17812
"Schumann, AnneKathrin",A-5685
"Schunn, Christian",A-923
"Schur, Anne",A-14335
"Schuster, Ethel",A-8741
"Schuster, Sebastian",A-15398
"Schutte, Ken",A-11078
"Schutz, Alexander",A-17496
"Schutz, Jorg F L",A-5581
"Schutze, Carson T",A-26
"Schutze, Hinrich",A-16957
"Schuurman, Ineke",A-16865
"Schuurmans, Dale",A-6639
"Schveiger, Paul",A-9018
"Schwab, Didier",A-2037
"Schwall, Ulrike",A-6336
"Schwarck, Florian",A-9665
"Schwarcz, Robert M",A-2831
"Schwarm, Sarah E",A-1949
"Schwarten, Lasse",A-6195
"Schwartz, Ariel S",A-9089
"Schwartz, H Andrew",A-6477
"Schwartz, Hansen A",A-16712
"Schwartz, Lane",A-13266
"Schwartz, Lee",A-15467
"Schwartz, Reva",A-3933
"Schwartz, Richard M",A-9278
"Schwartz, Roy",A-8616
"Schwarz, Anne",A-758
"Schweisthal, Klaus Gunther",A-1485
"Schweitzer, Antje",A-4896
"Schweitzer, Katrin",A-2131
"Schwenk, Holger",A-1331
"Schwenker, Friedhelm",A-6538
"Schwer, Sylviane R",A-2344
"Schwetzke, Henry",A-15122
"Schwind, Camilla",A-11911
"Schwitter, Rolf",A-8752
"SchAAfer, Roland",A-7039
"SchAA  tte, Niels",A-10565
"SchAA  tze, Hinrich",A-16995
"SchAAtze, Hinrich",A-4034
"Scicluna, James",A-12607
"Scivetti, Laura",A-14861
"Sclaroff, Stan",A-5435
"Scotch, Matthew",A-15510
"Scott, A Carlisle",A-16607
"Scott, Donia R",A-13199
"Scott, Matthew R",A-794
"Scott, Sam",A-16988
"Scovel, Clint",A-14594
"Sea, Jungyun",A-18380
Seacuteaghdha Diarmuid,A-18805
"Seagull, Amon",A-5822
"Sears, J Allen",A-17229
"Seban, Gabriela",A-10413
"Sebastian, Shaji",A-15030
"Sebastiani, Fabrizio",A-8080
"Sebillot, Pascale",A-17652
"Seco, Nuno",A-17745
"Seddah, Djameacute",A-14988
"Seddah, Djame",A-14877
"Seddah, DjamAAc",A-9073
"Sedding, Julian",A-12408
"Sedelow Jr, Walter A",A-17015
"SedlaacutexDek, Radek",A-8238
"Sedogbo, Celestin",A-10538
"See, Chang May",A-11951
"Seeker, Wolfgang",A-14881
"Seemann, Nina",A-2920
"Segal, Jonathan",A-15220
"SegalhaLevi, Erel",A-15270
"Segall, Nicola",A-13147
"Segami, Carlos",A-7353
"Segarra, Encarna",A-6397
"Segers, Roxane",A-1654
"Segers, Roxanne",A-482
"Seghezzi, Natalia",A-7351
"Seginer, Yoav",A-14159
"Segond, Frederique",A-3652
"Segouat, Jeacutereacutemie",A-5341
"Segre, Alberto Maria",A-6752
"Seguela, Patrick",A-17068
"SeguraBedmar, Isabel",A-9280
"Sehgal, Aditya Kumar",A-3276
"Sehitoglu, Onur T",A-307
"Seide, Frank",A-2665
"Seidenberg, Mark S",A-8626
"Seidman, Shachar",A-15734
"Seifridge, Mallory",A-12832
"Seipel, Dietmar",A-13176
"Seite, B",A-3695
"Sejnowski, Terrence J",A-8678
"Seki, Hiroyuki",A-18384
"Seki, Kazuhiro",A-906
"Seki, Yohei",A-15248
"Sekiguchi, Yoshihiro",A-12672
"Sekiguchi, Youichi",A-16290
"Sekimizu, Tateshi",A-8388
"Sekine, Satoshi",A-18326
"Self, John",A-15744
"Selfridge, Ethan",A-6000
"Seligman, Mark",A-9662
"Seligman, Martin",A-12441
"Sellami, Rahma",A-17056
"Sellberg, Linus",A-13508
"Sells, Peter",A-6860
Selmer yvind,A-19045
"Selmer, AEyvind",A-6493
"Selouani, SidAhmed",A-2915
"Selvarajan, Raja",A-13552
"Semecky, Jiri",A-710
"Semenkin, Eugene",A-7914
"Semeraro, G",A-9216
"Semeraro, Giovanni",A-8497
"Semmar, Nasredine",A-17896
"Senapati, Apurbalal",A-6903
"Senda, Yasuko",A-2949
"Seneff, Stephanie",A-14922
"Senellart, Jean",A-9031
"Seng, Sopheap",A-11216
"Sengupta, Probal",A-13926
"Senn, Cathrin",A-18086
"Sennrich, Rico",A-6842
"Seno, Masakazu",A-8689
Sensoy Hsn,A-19007
"Sensoy, HAA  snAA",A-1344
"Senthamilselvan, Nivvedan",A-5616
"Senthil Kumar, Prathyusha",A-8495
"Senthil Nathan, P",A-3730
"Senuma, Hajime",A-11589
"Seo, HeeCheol",A-10899
"Seo, Hongsuck",A-17067
"Seo, Hyeongwon",A-1253
"Seo, Jungyun",A-7323
"Seol, YoonHo",A-5550
"Seon, ChoongNyoung",A-8083
"SeppAtildecurrenlAtildecurren, Selja",A-13832
"Seppanen, Jouko J",A-3080
"Seppi, Kevin",A-10515
"Serafin, Riccardo",A-7771
"Serafini, Luciano",A-14859
"Serasset, Gilles",A-16213
"Serban, Gabriela",A-11195
"Seretan, Violeta",A-13829
"Sergienko, Roman",A-2978
"Sergienya, Irina",A-4392
"Seroussi, Yanir",A-15997
"Sert, Enis",A-6075
"Servan, Christophe",A-2812
"Sestero, Dario",A-8622
"Sethi, Saratendu",A-891
"Sethy, Abhinav",A-7446
"Setiawan, Hendra",A-13865
"Settembre, Scott",A-13054
"Settles, Burr",A-1286
"Setzer, Andrea",A-12539
"Seuren, Pieter A M",A-4089
"SevdikCcedilalli, Ayiscediligi B",A-13260
"Sevens, Leen",A-3411
"Severinson Eklundh, Kerstin",A-3418
"Severyn, Aliaksei",A-14287
"Seville, Helen",A-6818
Sgaard Anders,A-18815
"Sgall, Petr",A-5979
"Sgarbas, Kyriakos N",A-2793
"Sha, Fei",A-6130
"Shaalan, Khaled",A-3355
"Shacham, Danny",A-17426
"Shacham, Ron",A-14976
"Shadbolt, Nigel",A-2923
"Shafir, Michael",A-3409
"Shafran, Izhak",A-18110
"Shagina, Lyudmila",A-14329
"Shah, Jatin",A-2201
"Shah, Kashif",A-8692
"Shah, Rakshit",A-2674
"Shah, Ritesh M",A-6806
"Shah, Rushin",A-7068
"Shah, Sapan",A-10472
"Shah, Shalin",A-11482
"Shahraray, Behzad",A-5915
"Shahriyari, Leili",A-8166
"Shaikh, Mostafa Al Masum",A-293
"Shaikh, Samira",A-8828
"Shaikh, Samiulla",A-6429
"Shaked, Nava A",A-2942
"Shaked, Varda",A-16017
"Shakhnarovich, Gregory",A-4556
"Shalonova, Ksenia",A-1375
"Shalyapina, Zoya M",A-1862
"Shamir, Eli",A-1838
"Shamma, Shihab",A-12637
"Shamsfard, Mehrnoush",A-6402
"Shan, ChungChieh",A-6844
"Shan, Chungchieh",A-3831
"Shan, Roy",A-14608
"Shank, Roger C",A-11846
"Shankar, Jeevan",A-5464
"Shann, Patrick",A-3740
"Shannon, Matt",A-5835
"Shanon, Benny",A-14682
"Shao, Li",A-6137
"Shao, Yanqiu",A-9403
"Shapiro, Stuart C",A-2268
"Sharaf, Nada",A-6080
"Sharafudinov, Anuar",A-5894
"Shardlow, Matthew",A-11491
"Shareef, Safiullah",A-18474
"Shareghi, Ehsan",A-9901
"Sharif Razavian, Narges",A-4442
"Sharifi, Beaux",A-4799
"Sharifi, Mehrbod",A-18256
"Sharifloo, Amir Azim",A-9062
"Sharkey, Mike",A-13281
"Sharma, Dipti Misra",A-17954
"Sharma, Harsh Vardhan",A-3451
"Sharma, Jatin",A-6623
"Sharma, Rahul",A-13316
"Sharma, Shefali",A-11824
"Sharma, Utpal",A-13482
"Sharman, R A",A-922
"Sharoff, Serge",A-13427
"Sharp, Randall",A-11302
"Sharples, Nigel",A-16066
"Shastri, Lokendra",A-10678
"Shastri, Nishkarsh",A-16363
"ShattuckHufnagel, Stefanie",A-14107
"Shaumyan, Olga",A-17993
"Shaumyan, Sebastian",A-17524
"Shavlik, Jude",A-8369
"Shaw, Erin",A-1172
"Shaw, James",A-3282
"Shaw, Jason A",A-2257
"Shaw, Richard",A-8193
"Shaw, Ryan",A-3520
"Shawar, Bayan Abu",A-3266
"ShaweTaylor, John",A-12698
"Shayganfar, Mohammad",A-17847
"She, Lanbo",A-9293
"Sheehan, Kathleen M",A-17260
"Shei, WenChi",A-1323
"Sheikhshab, Golnar",A-16179
"Shein, Fraser",A-16055
"Sheinman, Vera",A-10260
"Shekhtman, Natalia",A-18582
"Shell, Peter",A-12235
"Shelton, Angela",A-10314
"Shemanaeva, Olga Yu",A-5897
"Shemtov, Hadar",A-12839
"Shen, Chao",A-3640
"Shen, Dan",A-1385
"Shen, Dayang",A-10966
"Shen, Hui",A-14899
"Shen, Jianping",A-9178
"Shen, Libin",A-3115
"Shen, Mo",A-10741
"Shen, Rongzhou",A-10203
"Shen, Shuying",A-16395
"Shen, Siwei",A-12835
"Shen, Wade",A-3428
"Shen, YiDong",A-4130
"Shen, Yihai",A-1131
"Shende, Sunil",A-2224
"Sheng, Huanye",A-3668
"Shenhar, A",A-15909
"Shepherd, J Adrian",A-13253
"Shepherd, Jessica",A-12130
"Shepitsen, Andriy",A-6526
"Sheremetyeva, Svetlana",A-14973
"Sherertz, David D",A-15206
"Sherif, Tarek",A-13241
"Sherman, Melissa",A-16514
"Sherwood, Bruce Arne",A-9150
"Sheth, Amit",A-4776
"Sheykh Esmaili, Kyumars",A-11070
"Shezaf, Daphna",A-5666
"Shi, Bei",A-11762
"Shi, Bertram",A-18159
"Shi, Chunqi",A-17588
"Shi, Hanxiao",A-13275
"Shi, Lei",A-3679
"Shi, Liu",A-18598
"Shi, Pengcheng",A-10811
"Shi, Qinfeng",A-15566
"Shi, Shuming",A-5069
"Shi, WuGuang",A-11260
"Shi, Xiaodong",A-383
"Shi, Xing",A-9127
"Shi, Yanxin",A-6163
"Shi, Yingchao",A-6077
"Shi, Yongmei",A-5972
"Shi, Zhiwei",A-10711
"Shi, Zhongmin",A-17050
"Shiba, Mitsuteru",A-385
"Shibaki, Yumi",A-10991
"Shibata, Tomohide",A-14101
"Shibuki, Hideyuki",A-16984
"Shichiri, Takashi",A-17059
"Shidahara, Yo",A-14669
"Shieber, Stuart M",A-670
"Shifroni, Eyal",A-15537
"Shiga, Yoshinori",A-11683
"Shigenaga, Minoru",A-11903
"Shigeto, Yutaro",A-7876
"Shih, Chilin",A-16416
"Shih, HsiuMin",A-10056
"Shih, HsueHueh",A-4532
"Shih, MengHsien",A-1944
"Shih, YuehYin",A-4553
"Shikano, Kiyohiro",A-16964
"Shillan, David",A-10804
"Shilon, Reshef",A-12870
"Shim, Han Suk",A-6652
"Shim, Kwangseob",A-7737
"Shim, Leem Seop",A-11947
"Shim, SangAh",A-15881
"Shima, Hideki",A-6566
"Shimada, Mitsunobu",A-7821
"Shimazu, Akira",A-4198
"Shimazu, Hideo",A-4164
"Shimbo, Masashi",A-13944
"Shimcheta, M",A-5245
"Shime, Takao",A-8781
"Shimizu, Kei",A-9051
"Shimizu, Nobuyuki",A-1276
"Shimizu, Tohru",A-9107
"Shimohata, Mitsuo",A-4226
"Shimohata, Sayori",A-3353
"Shimojima, Atsushi",A-5881
"Shimomura, Takeshi",A-2399
"Shin, Hyopil",A-5752
"Shin, Jung H",A-17290
"Shin, Saim",A-17878
"Shinchu, Tsuyoshi",A-4741
"Shindo, Hiroyuki",A-15506
"Shinko, Tamura",A-17027
"Shinmori, Akihiro",A-13878
"Shinn, Sandy",A-15490
"Shinnou, Hiroyuki",A-16522
"Shinoda, Koichi",A-7612
"Shinohara, Yaushi",A-15015
"Shinyama, Yusuke",A-5832
"Shinzato, Keiji",A-12477
"Shiota, Sayaki",A-11571
"Shirado, Tamotsu",A-5827
"Shirai, Katsuhiko",A-16296
"Shirai, Kiyoaki",A-5252
"Shirai, Satoshi",A-13009
"Shirley, Kenneth",A-14545
"Shishtla, Praneeth M",A-9411
"Shitaoka, Kazuya",A-11898
"Shiu, S",A-6872
"Shivade, Chaitanya",A-506
"Shivaswamy, Pannaga",A-14477
"Shiwen, Yu",A-7139
"Shnarch, Eyal",A-18421
"Shneiderman, Ben",A-5124
"Shockley, Darla Magdalene",A-10759
"Shoen, Jay",A-2529
"Shooshan, Sonya",A-1109
"Shore, Jane",A-16980
"Shore, John",A-13045
"Short, S",A-2231
"Shortliffe, Edward H",A-11517
"Shoshani, Arie",A-205
"Shou, Heming",A-8133
"Shrager, Jeff",A-13896
"Shrartz, Steven P",A-12175
"Shrestha, Lokesh",A-6266
"Shrestha, Niraj",A-3004
"Shrestha, Prajol",A-9245
"Shrestha, Prajwol",A-4257
"Shriberg, Elizabeth",A-13265
"Shrivastava, Manish",A-11616
"Shrivastava, Shashank",A-4523
"Shrivaths, R",A-9786
"Shrobe, Howard",A-14530
"Shu, Baihan",A-16240
"Shu, W",A-4671
"Shudo, Kosho",A-13293
"Shugrina, Maria",A-17101
"Shukla, Sambit",A-15581
"Shuldberg, Kelly",A-15859
"Shum, HeungYeung",A-10076
"Shumovsky, V",A-3327
"Shutoh, Masamichi",A-13737
"Shutoh, Tomoki",A-14963
"Shutova, Ekaterina",A-4900
"Shvartsman, Michael",A-52
"Shwartz, Steven P",A-4986
"Si Ameur, Lahcene",A-2710
"Si, Jianfeng",A-16924
"Si, Luo",A-3930
"Si, Xianbo",A-272
"Si, Xiance",A-16629
"Siahbani, Maryam",A-2347
"Sibanda, Tawanda",A-5744
"Sibert, Linda",A-3705
"Siblini, Reda",A-1086
"Sibun, Penelope",A-12947
"Sicconi, Roberto",A-10275
"SiciliaGarcia, E I",A-15433
"Siddharthan, Advaith",A-13847
"Sider, Ira",A-6647
"Sidhu, Tandeep",A-12004
"Sidner, Candace L",A-2931
"Sidorenko, Wladimir",A-18049
"Sidorov, Grigori",A-1213
"Sidorova, Julia",A-7320
"Sieber, Gregor",A-10239
"Siebert, Alexander",A-6228
"Siefkes, Christian",A-17393
"Siegel, Eric V",A-14288
"Siegel, Melanie",A-7541
"Siemens, George",A-15019
"Sierra, Basilio",A-6931
"Sierra, Gerardo",A-1201
"Siersdorfer, Stefan",A-16310
"Sievert, Carson",A-15382
"Sigelman, Sergey",A-13490
"Sigogne, Anthony",A-9627
"Sigurd, Bengt",A-13059
"Siivola, Vesa",A-7020
"Sikdar, Utpal Kumar",A-9214
"Sikiricacute, Ivan",A-4138
"Sikkel, Klaas",A-1046
Siklsi Borbla,A-19101
"SiklAAsi, BorbAAla",A-5176
"Sikorski, Teresa",A-6233
"Sil, Avirup",A-17451
"Silber, H Gregory",A-17540
"Silberer, Carina",A-4764
"Silbert, Noah H",A-8787
"Silberztein, Max D",A-3587
"Silcox, Lucian",A-11372
"Silenzio, Vincent",A-5314
"Silfverberg, Miikka",A-8344
"Silins, Ilona",A-3819
"Silk, Barry",A-16704
"Silliman, Scott",A-8722
"Silovsky, Jan",A-6589
Silva Mrio J,A-19048
Silva Ndia,A-19058
"Silva, David",A-2943
"Silva, Fabio",A-9189
"Silva, Georgette",A-8346
"Silva, Joatildeo",A-4506
"Silva, Joaquim",A-1426
"Silva, Lucia",A-2824
"Silva, Maria do Rosaacuterio",A-5704
"Silva, MAArio J",A-16451
"Silva, NAAdia",A-2909
"Silva, Roberto",A-3658
"SilvaSchlenker, Emilio",A-15005
"Silveira, Natalia",A-1977
"Silveira, Sara",A-3002
"Silver, David",A-18446
"Silverman, Harvey F",A-1629
"Silverman, Kim E A",A-1183
"Silvestrov, Sergei",A-64
"Simotildees, Alberto",A-5517
"Sim, ChulMin",A-415
"Sim, Khe Chai",A-459
"Sim, Yanchuan",A-7095
"Simaan, Khalil",A-15852
"Simanova, Irina",A-12060
"Simantzik, Mirjam",A-17561
"Simard, Michel",A-11044
"Simi, Maria",A-17581
"Simianer, Patrick",A-3222
"Simion, Andrei",A-9382
Simk Katalin Ilona,A-18896
"SimkAA, Katalin Ilona",A-17163
"Simma, Aleksandr",A-17601
"Simmons, Geoffrey",A-2436
"Simmons, Reid",A-12365
"Simmons, Robert F",A-547
"Simon, AncaRoxana",A-13043
"Simon, Eszter",A-2171
"Simon, Petr",A-10064
"Simonin, Nathalie",A-11706
"Simonova, O P",A-735
"Simons, Gary",A-7819
"Simons, Mandy",A-17449
"Simonsen, Jakob Grue",A-10174
"Simov, Alexander",A-16844
"Simov, Kiril",A-6351
"Simova, Iliana",A-5169
"Simpson, Heather",A-3211
"Simpson, Matthew",A-16755
"Sims, Andrea D",A-9458
"Sims, Valerie K",A-12457
"Sin, KingKui",A-15307
"Sina, Gabriel",A-8201
"Sinclair, David",A-15080
"Sinclair, Gail",A-16617
"Sindelar, Michael",A-17680
"Sindhwani, Vikas",A-2317
"Sindlerova, Jana",A-3780
"Singer, Harald",A-7666
"Singer, Yoram",A-1228
"Singh Lehal, Gurpreet",A-16910
"Singh, Adarsh",A-56
"Singh, Akshay",A-5089
"Singh, Amit",A-3581
"Singh, Anil Kumar",A-7485
"Singh, Anupam",A-17440
"Singh, Janardhan",A-18586
"Singh, Kulwinder",A-5290
"Singh, Mukesh",A-16378
"Singh, Munindar P",A-9597
"Singh, Pawandeep",A-10748
"Singh, Push",A-17475
"Singh, Ritu",A-1050
"Singh, Sameer",A-9524
"Singh, Sandesh",A-7618
"Singh, Satinder",A-11649
"Singh, Smriti",A-18445
"Singh, Suchinder",A-14334
"Singh, Thoudam Doren",A-17511
"Singhal, Amit",A-11051
"Singla, Karan",A-10571
"Singleton, Matt",A-7394
"Sinha, Debu",A-10317
"Sinha, Gaurav",A-3233
"Sinha, Manjira",A-1055
"Sinha, R Mahesh K",A-4658
"Sinha, Rai Mahesh",A-18633
"Sinha, Ravi",A-10692
"Sinha, Sitabhra",A-11924
"Sinha, Tanmay",A-3796
"Sini, Margherita",A-15699
"Siniakov, Peter",A-18715
"Sinohara, Yasusi",A-1440
"Sinthurahat, Tan",A-14641
"Sintsova, Valentina",A-10648
"Siohan, O",A-12396
"Sipos, Ruben",A-10496
"Siqueira, Maity",A-7795
"Sirai, Hidetosi",A-6331
"Siroux, Jacques",A-15994
"Sirts, Kairit",A-11665
"Siskind, Jeffrey Mark",A-4655
