0,1,2
105,How many papers are written by A-2746?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-2746'
614,List all the Paper IDs of the paper with title starting with HeidelT?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'HeidelT%'
1053,"What is the ID of the Author whose name is Rohwer, Richard ?","SELECT AuthID FROM AuthID_Name WHERE Name='Rohwer, Richard';"
1052,"What is the ID of the Author whose name is McCarthy, Joseph ?","SELECT AuthID FROM AuthID_Name WHERE Name='McCarthy, Joseph';"
693,How many affliates are located in Trelaze France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Trelaze France%
1114,List the Authors whose name begin with Buranov ?,SELECT AuthID FROM AuthID_Name WHERE Name='Buranov';
845,List all authids with AF-346,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-346'
1293,What is the Conference ID of the conference in which paper of the id W04-3208 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W04-3208';
1108,"List the Authors whose name begin with Miyabe, Yasuna ?","SELECT AuthID FROM AuthID_Name WHERE Name='Miyabe, Yasuna';"
62,What are the papers written by A-16767?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-16767'
282,What is the number of Authors of W98-1422,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W98-1422' 
871,Count all authids with AF-155,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-155'
797,What is the name of affiliate with AF-294 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-294'"
1272,How many number of papers have been published in the conference C-537?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-537' ;
239,List all the authors for W14-0506,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W14-0506' 
224,List all the authors for C14-1013,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'C14-1013' 
146,List all the authors who contributed to paper H05-1056,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'H05-1056' 
1632,How many conferences held before 1982?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year<1982;
378,What are the Fields associated with paperID P89-1013?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'P89-1013'
1387,How many number of papers have been published with the ID that starts with S?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'S%' ;
119,How many papers are written by A-5083?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-5083'
1400,How many number of papers have been published with the ID that starts with W09-03?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W09-03%' ;
1269,How many number of papers have been published in the conference C-254?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-254' ;
251,List all the authors for C86-1038,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'C86-1038' 
1690,Which conference was held at BEA and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=BEA AND Year=Year;
1363,How many number of papers have been published with the ID that starts with D07-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'D07-%' ;
1193,"How many author have name which begins with Shayganfar, Moham ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Shayganfar, Moham%';"
9,List all the papers which are written by author of authorID A-13410.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-13410'
454,what is the summary of paper with paperID W06-1007 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W06-1007' 
1311,What is the Conference ID of the conference in which paper of the id W00-1202 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W00-1202';
1081,"What is the ID of the Author whose name is Komatsu, Takanori ?","SELECT AuthID FROM AuthID_Name WHERE Name='Komatsu, Takanori';"
716,List all the affliates that contain Beijing,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Beijing%'"
256,List all the authors for P97-1048,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P97-1048' 
901,Give the affiliationid of A-2583  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-2583'"
598,What is Paper ID of the paper with title Machine Translation Method Using Inductive Learning With Genetic Algorithms?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Machine Translation Method Using Inductive Learning With Genetic Algorithms'
394,What are the Fields associated with paperID J12-2003?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'J12-2003'
927,Give the affiliationid of A-8345  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-8345'"
944,Give list of authorids in field with F-10,SELECT AuthID FROM AuthID_FieldID WHERE FieldID == 'F-10'
1457,What is the Field ID in which the conference with ID C-394 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-394' ;
1059,"What is the ID of the Author whose name is Ruokolainen, Teemu ?","SELECT AuthID FROM AuthID_Name WHERE Name='Ruokolainen, Teemu';"
465,what is the summary of paper with paperID W11-0805 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W11-0805' 
1130,What are the IDs of the Authors whose name begin with Ca ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Ca%';
980,What is the Name of the Author with ID A-494 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-494';
506,Print summary of paper W04-0711,SELECT Summary from PaperID_Summary WHERE PaperID = 'W04-0711' 
755,Count all the affliates that contain INOV,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%INOV%'
1612,What is the venue for the conference with the ID C-270?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-270;
887,Count all authids with AF-292,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-292'
746,Count all the affliates that contain Distance,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Distance%'
544,What is title of the paper with PaperID P03-1006?,SELECT Title FROM PaperID_Title WHERE PaperID = 'P03-1006'
703,How many affliates are located in Denver CO,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Denver CO%
1184,How many author have name which begins with Huan ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Huan%';
1453,What is the Field ID in which the conference with ID C-577 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-577' ;
1054,"What is the ID of the Author whose name is Volosen, Ionut ?","SELECT AuthID FROM AuthID_Name WHERE Name='Volosen, Ionut';"
377,What are the Fields associated with paperID W07-0735?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W07-0735'
672,List all the affliates located in Florianopolis Brazil,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Florianopolis Brazil%'
1650,How many conferences held after 2005?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2005;
362,What are the Fields associated with paperID W01-0506?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W01-0506'
990,What is the Name of the Author with ID A-13068 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-13068';
802,Where is affiliate Unilever Corporate Research loacted?,SELECT Place From AffiliationID_Place_Affiliation WHERE Affiliate LIKE 'Unilever Corporate Research
750,Count all the affliates that contain Software,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Software%'
1058,"What is the ID of the Author whose name is Blanchon, Herv ?","SELECT AuthID FROM AuthID_Name WHERE Name='Blanchon, Herv';"
993,What is the Name of the Author with ID A-13904 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-13904';
1298,What is the Conference ID of the conference in which paper of the id N10-1134 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='N10-1134';
1262,How many number of papers have been published in the conference C-34?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-34' ;
1350,List the paper ID of the all the paper which in the conference with ID C-531,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-531
1447,What is the Field ID in which the conference with ID C-610 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-610' ;
1504,List all the venues where the papers are presented,SELECT DISTINCT Venue FROM ConfID_Venue_Year;
904,Give the affiliationid of A-16160  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-16160'"
80,What are the papers written by A-7253?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-7253'
833,List all authids with AF-1502,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1502'
1101,"List the Authors whose name begin with Gallo, Carlos Go ?","SELECT AuthID FROM AuthID_Name WHERE Name='Gallo, Carlos Go';"
676,List all the affliates located in Hayward CA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Hayward CA%'
1305,What is the Conference ID of the conference in which paper of the id W11-2115 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='W11-2115';
57,What are the papers written by A-9451?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-9451'
134,How many papers are written by A-8172?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-8172'
955,List fields having greater than 1591 authors in ascending order.,"SELECT FieldID, Count(AuthID) FROM AuthID_FieldID GROUP BY FieldID HAVING Count(AuthID) > 1591 ORDER BY Count(AuthID) ASC "
1524,How many total conferences have been held at Workshop On Intrinsic And Extrinsic Evaluation Measures For Machine Translation And/or Summarization?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Intrinsic And Extrinsic Evaluation Measures For Machine Translation And/or Summarization;
842,List all authids with AF-1160,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1160'
509,Print summary of paper E12-2009,SELECT Summary from PaperID_Summary WHERE PaperID = 'E12-2009' 
1743,Which papers have the keyword ID as K-5106?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-5106;
352,List all the Field IDs associated with paperID S13-2046.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'S13-2046'
391,What are the Fields associated with paperID W11-1516?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W11-1516'
1047,Name the author whose ID is A-16011,SELECT Name FROM AuthID_Name WHERE AuthID='A-16011';
913,Give the affiliationid of A-1152  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-1152'"
847,List all authids with AF-758,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-758'
1653,How many conferences held after 2012?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>2012;
480,Print summary of paper W06-2715,SELECT Summary from PaperID_Summary WHERE PaperID = 'W06-2715' 
1188,How many author have name which begins with Van Der ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Van Der%';
657,List all the affliates located in Szeged Hungary,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Szeged Hungary%'
173,List all the authors who contributed to paper A92-1034,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'A92-1034' 
38,List all the papers which are written by author of authorID A-4300.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-4300'
722,List all the affliates that contain Discourse,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Discourse%'"
91,What are the papers written by A-15916?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-15916'
1696,Which conference was held at Workshop On Building And Using Parallel Texts and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop On Building And Using Parallel Texts AND Year=Year;
894,List the number of authors affiliated with each affiliate.,"SELECT Count(*),AffiliationID FROM AuthID_AffiliationID GROUP BY AffiliationID ORDER BY Count(*)"
1147,What are the IDs of the Authors whose name begin with Yoo ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Yoo%';
1399,How many number of papers have been published with the ID that starts with W10-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W10-%' ;
1716,Name the topic corresponding to the Field ID F-3.,SELECT Topic FROM FieldID_Topic WHERE FieldID=F-3;
504,Print summary of paper W98-0715,SELECT Summary from PaperID_Summary WHERE PaperID = 'W98-0715' 
343,List all the Field IDs associated with paperID W10-3602.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W10-3602'
28,List all the papers which are written by author of authorID A-10040.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-10040'
1521,How many total conferences have been held at Workshop On Computer Mediated Language Assessment And Evaluation In Natural Language Processing?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Workshop On Computer Mediated Language Assessment And Evaluation In Natural Language Processing;
1587,What is the venue for the conference with the ID C-95?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-95;
967,What is the Name of the Author with ID A-13301 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-13301';
170,List all the authors who contributed to paper W11-2153,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W11-2153' 
931,Give the affiliationid of A-11177  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-11177'"
496,Print summary of paper D12-1036,SELECT Summary from PaperID_Summary WHERE PaperID = 'D12-1036' 
975,What is the Name of the Author with ID A-12328 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-12328';
1120,List the Authors whose name begin with Yasuha ?,SELECT AuthID FROM AuthID_Name WHERE Name='Yasuha';
1055,"What is the ID of the Author whose name is Tan, Songbo ?","SELECT AuthID FROM AuthID_Name WHERE Name='Tan, Songbo';"
592,What is Paper ID of the paper with title A Differential LSI Method For Document Classification?,SELECT PaperID FROM PaperID_Title WHERE Title = 'A Differential LSI Method For Document Classification'
769,Count all the affliates that contain National,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%National%'
662,List all the affliates located in Reston VA,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Reston VA%'
235,List all the authors for P09-2004,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P09-2004' 
747,Count all the affliates that contain University,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%University%'
1454,What is the Field ID in which the conference with ID C-173 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-173' ;
1386,How many number of papers have been published with the ID that starts with P06-?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'P06-%' ;
956,List fields having greater than 1240 authors in ascending order.,"SELECT FieldID, Count(AuthID) FROM AuthID_FieldID GROUP BY FieldID HAVING Count(AuthID) > 1240 ORDER BY Count(AuthID) ASC "
1088,"List the Authors whose name begin with Liu, Ho ?","SELECT AuthID FROM AuthID_Name WHERE Name='Liu, Ho';"
109,How many papers are written by A-5080?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-5080'
1314,What is the Conference ID of the conference in which paper of the id P93-1032 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='P93-1032';
573,What is Paper ID of the paper with title A Classification of Dialogue Actions in Tutorial Dialogue?,SELECT PaperID FROM PaperID_Title WHERE Title = 'A Classification of Dialogue Actions in Tutorial Dialogue'
909,Give the affiliationid of A-16358  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-16358'"
969,What is the Name of the Author with ID A-18336 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-18336';
1071,"What is the ID of the Author whose name is Nahamoo, David ?","SELECT AuthID FROM AuthID_Name WHERE Name='Nahamoo, David';"
1148,What are the IDs of the Authors whose name begin with Deli ?,SELECT AuthID FROM AuthID_Name WHERE Name LIKE 'Deli%';
1228,How many author have name which contains with Yo ?,SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Yo%';
903,Give the affiliationid of A-8131  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-8131'"
1430,What is the Field ID in which the conference with ID C-155 is conducted?,SELECT FieldID FROM ConfID_FieldID WHERE ConfID='C-155' ;
869,Count all authids with AF-238,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-238'
749,Count all the affliates that contain INaLF,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%INaLF%'
726,List all the affliates that contain Delhi,"SELECT Place,Affiliate,AffiliationID FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Delhi%'"
459,what is the summary of paper with paperID W04-2407 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W04-2407' 
265,What is the number of Authors of W11-0605,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-0605' 
76,What are the papers written by A-14768?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-14768'
449,what is the summary of paper with paperID S14-2018 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'S14-2018' 
400,Count the numberFields associated with paperID W08-2008,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W08-2008'
177,How many authors contributed to paper C86-1032,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'C86-1032' 
1065,"What is the ID of the Author whose name is Heid, Ulrich ?","SELECT AuthID FROM AuthID_Name WHERE Name='Heid, Ulrich';"
1520,How many total conferences have been held at ANLP?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=ANLP;
1191,"How many author have name which begins with Belanger, D ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE 'Belanger, D%';"
1250,How many number of papers have been published in the conference C-416?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-416' ;
600,What is Paper ID of the paper with title Towards Computer Systems For Conversing In Polish?,SELECT PaperID FROM PaperID_Title WHERE Title = 'Towards Computer Systems For Conversing In Polish'
61,What are the papers written by A-5824?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-5824'
891,List the number of authors affiliated with each affiliate which have more than 148 authors.,"SELECT Count(*),AffiliationID FROM AuthID_AffiliationID GROUP BY AffiliationID HAVING Count(*) > 148 ORDER BY Count(*) DESC"
1265,How many number of papers have been published in the conference C-136?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-136' ;
1641,How many conferences held after 1994?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1994;
279,What is the number of Authors of W11-1824,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-1824' 
36,List all the papers which are written by author of authorID A-7278.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-7278'
667,List all the affliates located in Pulau Pinang Malaysia,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Pulau Pinang Malaysia%'
1576,What is the venue for the conference with the ID C-488?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-488;
1226,"How many author have name which contains with Bajec, M ?","SELECT COUNT(*) FROM AuthID_Name WHERE Name LIKE '%Bajec, M%';"
1000,What is the Name of the Author with ID A-18192 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-18192';
1338,List the paper ID of the all the paper which in the conference with ID C-342,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-342
754,Count all the affliates that contain Kalamazoo,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Kalamazoo%'
192,How many authors contributed to paper N10-2008,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'N10-2008' 
938,Give the affiliationid of A-5451  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-5451'"
461,what is the summary of paper with paperID I08-5012 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'I08-5012' 
680,List all the affliates located in Alicante Spain,SELECT Affiliate FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Alicante Spain%'
779,What is the name of affiliate with AF-1798 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1798'"
1577,What is the venue for the conference with the ID C-122?,SELECT Venue FROM ConfID_Venue_Year WHERE ConfID=C-122;
743,Count all the affliates that contain Maryland,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Affiliate LIKE '%Maryland%'
417,Count the numberFields associated with paperID I08-2099,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'I08-2099'
1121,List the Authors whose name begin with Tapa ?,SELECT AuthID FROM AuthID_Name WHERE Name='Tapa';
844,List all authids with AF-211,SELECT AuthID FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-211'
621,List all the Paper IDs of the paper with title starting with A Computer Model For Russian Grammatical Description And Method Of English Synthe?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'A Computer Model For Russian Grammatical Description And Method Of English Synthe%'
115,How many papers are written by A-6190?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-6190'
422,Count the numberFields associated with paperID W14-0803,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W14-0803'
1705,List all the field IDs.,SELECT FieldID FROM FieldID_Topic;
992,What is the Name of the Author with ID A-8511 ?,SELECT Name FROM AuthID_Name WHERE AuthID='A-8511';
609,List all the Paper IDs of the paper with title starting with Extending TimeML With Typ?,SELECT PaperID FROM PaperID_Title WHERE Title LIKE 'Extending TimeML With Typ%'
1677,Which conference was held at SocialNLP and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=SocialNLP AND Year=Year;
90,What are the papers written by A-16446?,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-16446'
867,Count all authids with AF-1235,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1235'
1294,What is the Conference ID of the conference in which paper of the id P12-1030 was published?,SELECT ConfID FROM ConfID_PaperID WHERE PaperID='P12-1030';
1676,Which conference was held at Workshop on Prepositions and in Year?,SELECT ConfID FROM ConfID_Venue_Year WHERE Venue=Workshop on Prepositions AND Year=Year;
772,What is the name of affiliate with AF-768 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-768'"
503,Print summary of paper P09-1081,SELECT Summary from PaperID_Summary WHERE PaperID = 'P09-1081' 
11,List all the papers which are written by author of authorID A-11294.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-11294'
401,Count the numberFields associated with paperID C14-1196,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'C14-1196'
285,What is the number of Authors of W11-2106,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W11-2106' 
1089,List the Authors whose name begin with Gonccedilalo Oliveir ?,SELECT AuthID FROM AuthID_Name WHERE Name='Gonccedilalo Oliveir';
695,How many affliates are located in Bry-sur-Marne France,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Bry-sur-Marne France%
1390,How many number of papers have been published with the ID that starts with W07-1?,SELECT COUNT(*) FROM ConfID_PaperID WHERE PaperID LIKE 'W07-1%' ;
1637,How many conferences held after 1982?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1982;
694,How many affliates are located in Stockholm,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Stockholm%
870,Count all authids with AF-1174,SELECT Count(AuthID) FROM AuthID_AffiliationID WHERE AffiliationID == 'AF-1174'
160,List all the authors who contributed to paper P03-2038,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'P03-2038' 
914,Give the affiliationid of A-1879  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-1879'"
1342,List the paper ID of the all the paper which in the conference with ID C-35,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-35
258,What is the number of Authors of W14-2401,SELECT COUNT(AuthID) FROM PaperID_AuthID WHERE PaperID= 'W14-2401' 
340,List all the Field IDs associated with paperID N15-1057.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'N15-1057'
1642,How many conferences held after 1993?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year>1993;
1062,"What is the ID of the Author whose name is Francq, Pascal ?","SELECT AuthID FROM AuthID_Name WHERE Name='Francq, Pascal';"
520,List titles of all the papers,SELECT Title FROM PaperID_Title 
1038,Name the author whose ID is A-10643,SELECT Name FROM AuthID_Name WHERE AuthID='A-10643';
787,What is the name of affiliate with AF-1103 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1103'"
1528,How many total conferences have been held at Proceedings of the Workshop on Parsing German?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=Proceedings of the Workshop on Parsing German;
780,What is the name of affiliate with AF-1265 and where it is located,"SELECT Affiliate,Place FROM AffiliationID_Place_Affiliation WHERE AffiliationID == 'AF-1265'"
1245,How many number of papers have been published in the conference C-307?,SELECT COUNT(*) FROM ConfID_PaperID WHERE ConfID='C-307' ;
1740,Which papers have the keyword ID as K-5160?,SELECT PaperID FROM KeywordID_PaperID WHERE KeywordID=K-5160;
526,What is title of the paper with PaperID D10-1052?,SELECT Title FROM PaperID_Title WHERE PaperID = 'D10-1052'
22,List all the papers which are written by author of authorID A-14241.,SELECT PaperID FROM PaperID_AuthID WHERE AuthID = 'A-14241'
361,What are the Fields associated with paperID W06-0406?,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W06-0406'
1525,How many total conferences have been held at CogALex?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Venue=CogALex;
345,List all the Field IDs associated with paperID W11-2126.,SELECT FieldID FROM PaperID_FieldID WHERE PaperID = 'W11-2126'
436,Count the numberFields associated with paperID W12-2103,SELECT COUNT(FieldID) FROM PaperID_FieldID WHERE PaperID = 'W12-2103'
478,what is the summary of paper with paperID W14-3627 ?,SELECT Summary from PaperID_Summary WHERE PaperID = 'W14-3627' 
218,List all the authors for W97-0108,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'W97-0108' 
930,Give the affiliationid of A-6603  ,"SELECT AuthID,AffiliationID FROM AuthID_AffiliationID WHERE AuthID == 'A-6603'"
1359,List the paper ID of the all the paper which in the conference with ID C-448,SELECT PaperID FROM ConfID_PaperID WHERE ConfID='C-448
1034,Name the author whose ID is A-2939,SELECT Name FROM AuthID_Name WHERE AuthID='A-2939';
1707,What is the field ID for the topic Dialogue and Discourse?,SELECT FieldID FROM FieldID_Topic WHERE Topic=Dialogue and Discourse;
94,How many papers are written by A-11010?,SELECT COUNT(PaperID) FROM PaperID_AuthID WHERE AuthID = 'A-11010'
1031,Name the author whose ID is A-13258,SELECT Name FROM AuthID_Name WHERE AuthID='A-13258';
1093,List the Authors whose name begin with Mitte ?,SELECT AuthID FROM AuthID_Name WHERE Name='Mitte';
1115,"List the Authors whose name begin with Hamp, Birg ?","SELECT AuthID FROM AuthID_Name WHERE Name='Hamp, Birg';"
702,How many affliates are located in Harrisonburg VA,SELECT Count(Affiliate) FROM AffiliationID_Place_Affiliation WHERE Place LIKE '%Harrisonburg VA%
1563,How many total conferences are held in the year 1980?,SELECT COUNT(*) FROM ConfID_Venue_Year WHERE Year=1980;
1019,Name the author whose ID is A-2151,SELECT Name FROM AuthID_Name WHERE AuthID='A-2151';
154,List all the authors who contributed to paper M92-1035,SELECT AuthID FROM PaperID_AuthID WHERE PaperID= 'M92-1035' 
1122,List the Authors whose name begin with H ?,SELECT AuthID FROM AuthID_Name WHERE Name='H';
